qtr,area_title,own_title,total_qtrly_wages
2,"Petersburg City, Virginia",State Government,0
1,"Petersburg City, Virginia",Local Government,11336456
2,"Petersburg City, Virginia",Local Government,15389415
1,"Petersburg City, Virginia",Private,44504749
2,"Petersburg City, Virginia",Private,49379342
1,"Poquoson City, Virginia",Local Government,0
2,"Poquoson City, Virginia",Local Government,0
1,"Poquoson City, Virginia",Private,1402025
2,"Poquoson City, Virginia",Private,1442896
1,"Portsmouth City, Virginia",Federal Government,29898502
2,"Portsmouth City, Virginia",Federal Government,35514181
1,"Portsmouth City, Virginia",State Government,0
2,"Portsmouth City, Virginia",State Government,0
1,"Portsmouth City, Virginia",Local Government,28615068
2,"Portsmouth City, Virginia",Local Government,33420272
1,"Portsmouth City, Virginia",Private,76147808
2,"Portsmouth City, Virginia",Private,83217290
1,"Radford City, Virginia",State Government,0
2,"Radford City, Virginia",State Government,0
1,"Radford City, Virginia",Local Government,0
2,"Radford City, Virginia",Local Government,0
1,"Radford City, Virginia",Private,4141662
2,"Radford City, Virginia",Private,4195558
1,"Richmond City, Virginia",Federal Government,82881137
2,"Richmond City, Virginia",Federal Government,100515087
1,"Richmond City, Virginia",State Government,0
2,"Richmond City, Virginia",State Government,0
1,"Richmond City, Virginia",Local Government,62924804
2,"Richmond City, Virginia",Local Government,66853246
1,"Richmond City, Virginia",Private,366508101
2,"Richmond City, Virginia",Private,398647170
1,"Roanoke City, Virginia",State Government,11520011
2,"Roanoke City, Virginia",State Government,11904228
1,"Roanoke City, Virginia",Local Government,32968372
2,"Roanoke City, Virginia",Local Government,29425059
1,"Roanoke City, Virginia",Private,180963336
2,"Roanoke City, Virginia",Private,201699512
1,"Salem City, Virginia",Federal Government,36702811
2,"Salem City, Virginia",Federal Government,41713710
1,"Salem City, Virginia",State Government,0
2,"Salem City, Virginia",State Government,0
1,"Salem City, Virginia",Local Government,0
2,"Salem City, Virginia",Local Government,0
1,"Salem City, Virginia",Private,34789320
2,"Salem City, Virginia",Private,36095085
1,"Staunton City, Virginia",State Government,12892953
2,"Staunton City, Virginia",State Government,13126032
1,"Staunton City, Virginia",Local Government,4035773
2,"Staunton City, Virginia",Local Government,4011403
1,"Staunton City, Virginia",Private,18397812
2,"Staunton City, Virginia",Private,18544892
1,"Suffolk City, Virginia",Federal Government,390490
2,"Suffolk City, Virginia",Federal Government,527522
1,"Suffolk City, Virginia",State Government,0
2,"Suffolk City, Virginia",State Government,0
1,"Suffolk City, Virginia",Local Government,34006141
2,"Suffolk City, Virginia",Local Government,33060397
1,"Suffolk City, Virginia",Private,56749281
2,"Suffolk City, Virginia",Private,60373137
1,"Virginia Beach City, Virginia",Federal Government,3376174
2,"Virginia Beach City, Virginia",Federal Government,3804103
1,"Virginia Beach City, Virginia",State Government,0
2,"Virginia Beach City, Virginia",State Government,0
1,"Virginia Beach City, Virginia",Local Government,0
2,"Virginia Beach City, Virginia",Local Government,0
1,"Virginia Beach City, Virginia",Private,309249032
2,"Virginia Beach City, Virginia",Private,338871702
1,"Waynesboro City, Virginia",Local Government,0
2,"Waynesboro City, Virginia",Local Government,0
1,"Waynesboro City, Virginia",Private,6287887
2,"Waynesboro City, Virginia",Private,6507304
1,"Williamsburg City, Virginia",Federal Government,682926
2,"Williamsburg City, Virginia",Federal Government,940583
1,"Williamsburg City, Virginia",State Government,0
2,"Williamsburg City, Virginia",State Government,0
1,"Williamsburg City, Virginia",Local Government,0
2,"Williamsburg City, Virginia",Local Government,0
1,"Williamsburg City, Virginia",Private,19973920
2,"Williamsburg City, Virginia",Private,21722032
1,"Winchester City, Virginia",State Government,0
2,"Winchester City, Virginia",State Government,0
1,"Winchester City, Virginia",Local Government,10582233
2,"Winchester City, Virginia",Local Government,10816006
1,"Winchester City, Virginia",Private,120923609
2,"Winchester City, Virginia",Private,117734315
1,"Unknown Or Undefined, Virginia",Federal Government,7127867
2,"Unknown Or Undefined, Virginia",Federal Government,8236805
1,"Unknown Or Undefined, Virginia",State Government,0
2,"Unknown Or Undefined, Virginia",State Government,0
1,"Unknown Or Undefined, Virginia",Local Government,357610
2,"Unknown Or Undefined, Virginia",Local Government,338001
1,"Unknown Or Undefined, Virginia",Private,89886751
2,"Unknown Or Undefined, Virginia",Private,91400432
1,Washington -- Statewide,Federal Government,249633481
2,Washington -- Statewide,Federal Government,263705099
1,Washington -- Statewide,State Government,1375214729
2,Washington -- Statewide,State Government,1362559349
1,Washington -- Statewide,Local Government,2776040951
2,Washington -- Statewide,Local Government,2799276965
1,Washington -- Statewide,Private,6074161987
2,Washington -- Statewide,Private,6390564853
1,"Adams County, Washington",State Government,0
2,"Adams County, Washington",State Government,0
1,"Adams County, Washington",Local Government,12859425
2,"Adams County, Washington",Local Government,12840451
1,"Adams County, Washington",Private,7456175
2,"Adams County, Washington",Private,8311828
1,"Asotin County, Washington",State Government,0
2,"Asotin County, Washington",State Government,0
1,"Asotin County, Washington",Local Government,7148802
2,"Asotin County, Washington",Local Government,7284712
1,"Asotin County, Washington",Private,16444925
2,"Asotin County, Washington",Private,18370021
1,"Benton County, Washington",Federal Government,691866
2,"Benton County, Washington",Federal Government,805870
1,"Benton County, Washington",State Government,0
2,"Benton County, Washington",State Government,0
1,"Benton County, Washington",Local Government,79858608
2,"Benton County, Washington",Local Government,75180601
1,"Benton County, Washington",Private,161607821
2,"Benton County, Washington",Private,181128906
1,"Chelan County, Washington",Federal Government,560710
2,"Chelan County, Washington",Federal Government,623892
1,"Chelan County, Washington",State Government,6497200
2,"Chelan County, Washington",State Government,6704571
1,"Chelan County, Washington",Local Government,34272505
2,"Chelan County, Washington",Local Government,35282284
1,"Chelan County, Washington",Private,106604885
2,"Chelan County, Washington",Private,97518945
1,"Clallam County, Washington",Federal Government,659043
2,"Clallam County, Washington",Federal Government,742749
1,"Clallam County, Washington",State Government,0
2,"Clallam County, Washington",State Government,0
1,"Clallam County, Washington",Local Government,50881750
2,"Clallam County, Washington",Local Government,47314517
1,"Clallam County, Washington",Private,23868717
2,"Clallam County, Washington",Private,24958763
1,"Clark County, Washington",Federal Government,17247057
2,"Clark County, Washington",Federal Government,20412080
1,"Clark County, Washington",State Government,28427280
2,"Clark County, Washington",State Government,29243650
1,"Clark County, Washington",Local Government,167015494
2,"Clark County, Washington",Local Government,168728219
1,"Clark County, Washington",Private,338445383
2,"Clark County, Washington",Private,358268303
1,"Columbia County, Washington",State Government,0
2,"Columbia County, Washington",State Government,0
1,"Columbia County, Washington",Local Government,0
2,"Columbia County, Washington",Local Government,0
1,"Columbia County, Washington",Private,444054
2,"Columbia County, Washington",Private,452447
1,"Cowlitz County, Washington",State Government,0
2,"Cowlitz County, Washington",State Government,0
1,"Cowlitz County, Washington",Local Government,32265081
2,"Cowlitz County, Washington",Local Government,33283364
1,"Cowlitz County, Washington",Private,75685742
2,"Cowlitz County, Washington",Private,77691186
1,"Douglas County, Washington",State Government,515068
2,"Douglas County, Washington",State Government,502634
1,"Douglas County, Washington",Local Government,14395630
2,"Douglas County, Washington",Local Government,15306191
1,"Douglas County, Washington",Private,6994713
2,"Douglas County, Washington",Private,6980845
1,"Ferry County, Washington",Federal Government,199337
2,"Ferry County, Washington",Federal Government,188164
1,"Ferry County, Washington",State Government,0
2,"Ferry County, Washington",State Government,0
1,"Ferry County, Washington",Local Government,4615608
2,"Ferry County, Washington",Local Government,4760768
1,"Ferry County, Washington",Private,427856
2,"Ferry County, Washington",Private,389806
1,"Franklin County, Washington",State Government,0
2,"Franklin County, Washington",State Government,0
1,"Franklin County, Washington",Local Government,42337061
2,"Franklin County, Washington",Local Government,43319581
1,"Franklin County, Washington",Private,37026949
2,"Franklin County, Washington",Private,36489421
1,"Garfield County, Washington",State Government,0
2,"Garfield County, Washington",State Government,0
1,"Garfield County, Washington",Local Government,0
2,"Garfield County, Washington",Local Government,0
1,"Garfield County, Washington",Private,0
2,"Garfield County, Washington",Private,0
1,"Grant County, Washington",State Government,4995862
2,"Grant County, Washington",State Government,5761453
1,"Grant County, Washington",Local Government,56164306
2,"Grant County, Washington",Local Government,55612016
1,"Grant County, Washington",Private,28074142
2,"Grant County, Washington",Private,29938772
1,"Grays Harbor County, Washington",Federal Government,64585
2,"Grays Harbor County, Washington",Federal Government,57048
1,"Grays Harbor County, Washington",State Government,0
2,"Grays Harbor County, Washington",State Government,0
1,"Grays Harbor County, Washington",Local Government,27626562
2,"Grays Harbor County, Washington",Local Government,28912250
1,"Grays Harbor County, Washington",Private,27909191
2,"Grays Harbor County, Washington",Private,27661688
1,"Island County, Washington",Federal Government,367722
2,"Island County, Washington",Federal Government,404999
1,"Island County, Washington",State Government,0
2,"Island County, Washington",State Government,0
1,"Island County, Washington",Local Government,29532389
2,"Island County, Washington",Local Government,30948651
1,"Island County, Washington",Private,16986155
2,"Island County, Washington",Private,17560247
1,"Jefferson County, Washington",State Government,556365
2,"Jefferson County, Washington",State Government,559770
1,"Jefferson County, Washington",Local Government,18517717
2,"Jefferson County, Washington",Local Government,21004202
1,"Jefferson County, Washington",Private,6991521
2,"Jefferson County, Washington",Private,7468314
1,"King County, Washington",Federal Government,76491014
2,"King County, Washington",Federal Government,86674303
1,"King County, Washington",State Government,798451712
2,"King County, Washington",State Government,783839587
1,"King County, Washington",Local Government,848802686
2,"King County, Washington",Local Government,847652093
1,"King County, Washington",Private,2527618145
2,"King County, Washington",Private,2620789041
1,"Kitsap County, Washington",Federal Government,8364011
2,"Kitsap County, Washington",Federal Government,10133716
1,"Kitsap County, Washington",State Government,13870970
2,"Kitsap County, Washington",State Government,14618526
1,"Kitsap County, Washington",Local Government,81569619
2,"Kitsap County, Washington",Local Government,82725784
1,"Kitsap County, Washington",Private,143114495
2,"Kitsap County, Washington",Private,142836884
1,"Kittitas County, Washington",State Government,0
2,"Kittitas County, Washington",State Government,0
1,"Kittitas County, Washington",Local Government,19816388
